text,vague_label
ну на полную пожалуйста,SET_100
пожалуйста сллегка громче,DELTA_PLUS_5
пожалуйста звук еле слышно,DELTA_PLUS_15
короче заглуши звук брат,SET_0
короче громковато как то быстро,DELTA_MINUS_10
пожалуйста поромче сейчас,DELTA_PLUS_10
короче чуть убаь,DELTA_MINUS_5
пожалуйста отключи звук сейчас,SET_0
слушай открой ютуб сейчас,UNKNOWN
приглуши звук пожалуйста,SET_20
ну зактни быстро,SET_0
пожалуйста чуть чуть потише,DELTA_MINUS_5
крооче закрой окно,UNKNOWN
ну сделай чуть громче,DELTA_PLUS_5
бивис тише плиз,DELTA_MINUS_10
слушай переключи песню сейчас,UNKNOWN
короче открой ютуб сейчас,UNKNOWN
короче запусти блокнот быстро,UNKNOWN
слушай найди файл брат,UNKNOWN
бивис звук режет уши пожалуйста,DELTA_MINUS_25
ну громче быстро,DELTA_PLUS_10
короче что по времени сейчас,UNKNOWN
короче гормко,DELTA_MINUS_10
слушай сделай чуть громче быстро,DELTA_PLUS_5
зактни брат,SET_0
пожалуйста совсем не слышно пожалуйста,DELTA_PLUS_25
звук еле слышно пожалуйста,DELTA_PLUS_15
брух убери звук плиз,SET_0
слуашй приглуши звук быстро,SET_20
бивис плохо слышно сейчас,DELTA_PLUS_15
короче выруби звук плиз,SET_0
ну обычный звук,SET_60
ну громкко пожалуйста,DELTA_MINUS_10
пожалуйса приглуши быстро,SET_20
ну сделай почти без звука,SET_10
короче заглуши звук,SET_0
пожалуйста плохо слышно сейчас,DELTA_PLUS_15
брух сделай приглуенно,SET_20
ну на ноль сейчас,SET_0
бивис не слышно пожалуйста,DELTA_PLUS_25
громче сейачс,DELTA_PLUS_10
пожалуйста зтакнись,SET_0
слушай переключи песню,UNKNOWN
короче чуть прибавь быстро,DELTA_PLUS_5
эй бивис грокмо но не максимум быстро,SET_80
сдеелай ноль,SET_0
орёт быстро,DELTA_MINUS_25
слушай какая погода быстро,UNKNOWN
слушай громковато быстро,DELTA_MINUS_10
почти не слышу,DELTA_PLUS_25
короче тихо слышно быстро,DELTA_PLUS_15
короче поставь еле слышно бстро,SET_10
брух посставь таймер брат,UNKNOWN
эй бвиис ничего не слышно пожалуйста,DELTA_PLUS_25
бивис на середину быстро,SET_50
бивис звук еле слышно,DELTA_PLUS_15
слушай слегка тише брат,DELTA_MINUS_5
короче сделай очень тихо быстро,SET_10
брух комфорртно,SET_60
бвис в ноль сейчас,SET_0
брух сделай приглушенно быстро,SET_20
эй биивис запусти блокнот пожалуйста,UNKNOWN
слушай закрой окно быстро,UNKNOWN
бивис сделай громче пожалуйса,DELTA_PLUS_10
ну открой браузер сейчас,UNKNOWN
пожалуйста сделай звук обычным,SET_60
короче поставь таймер быстро,UNKNOWN
слушай сделай чуть громче брат,DELTA_PLUS_5
брух слегка тише быстро,DELTA_MINUS_5
выруби звук брат,SET_0
звук режжет уши брат,DELTA_MINUS_25
короче заткни,SET_0
кроче сделай звук еле еле пожалуйста,SET_10
пожлауйста заткнись,SET_0
бивис найди файл сейчас,UNKNOWN
слушй уши режет,DELTA_MINUS_25
пожалуйста ниечго не слышно быстро,DELTA_PLUS_25
ну бивис чуть чуть потише бытро,DELTA_MINUS_5
короче мне не слышно быстро,DELTA_PLUS_25
эй бивис найдди файл плиз,UNKNOWN
найди файл плиз,UNKNOWN
слушай сдлай звук еле еле брат,SET_10
короче найди файл пожалуйста,UNKNOWN
брух фигово слышно,DELTA_PLUS_15
эй биивс что по времени,UNKNOWN
эй бивис фигово слышно сейчас,DELTA_PLUS_15
эй бивис погромче плиз,DELTA_PLUS_10
поажлуйста сделай еле слышно пожалуйста,SET_10
эй бивис сделай еле слышно плиз,SET_10
бивис сделай почти без звука,SET_10
короче ничего не слышно брат,DELTA_PLUS_25
брух чуть громче сейчас,DELTA_PLUS_5
брух на середину сейчас,SET_50
тише бытсро,DELTA_MINUS_10
слуашй тихо слышно пожалуйста,DELTA_PLUS_15
сделай громче брат,DELTA_PLUS_10
брух сделай почти без звука брат,SET_10
слушай нормально,SET_50
брух звук еле сылшно сейчас,DELTA_PLUS_15
бивис сделай приглушенно плиз,SET_20
слгека тише пожалуйста,DELTA_MINUS_5
слушай сдеалй очень тихо,SET_10
эй бивс почти на максимум плиз,SET_90
сделай погромче нормально,SET_70
пожалуйста поставь таймер пожалуйста,UNKNOWN
эй бивис мьют брат,SET_0
короче слышно фигово сейчас,DELTA_PLUS_15
короче добавь громкости пожалуйста,DELTA_PLUS_10
бивис сделай тише быстро,DELTA_MINUS_10
ну потише быстро,DELTA_MINUS_10
ну найди файл плиз,UNKNOWN
ну немного тише быстро,DELTA_MINUS_5
ну чуть прибавь пожалуйста,DELTA_PLUS_5
брух сделай почти без звука сейчас,SET_10
слуушай на середину пожалуйста,SET_50
короче нормально брат,SET_50
пожалуйста на максимум сейчас,SET_100
брух закрой окно пожалуйста,UNKNOWN
пожалуйста чуть прибавь пожалуйста,DELTA_PLUS_5
в ноль плиз,SET_0
бивис сделай погромче нормально сейчас,SET_70
брух немного грочме брат,DELTA_PLUS_5
брух добавь громкости сейчас,DELTA_PLUS_10
слушай ничего не слышно брат,DELTA_PLUS_25
пожалуйста закрй окно сейчас,UNKNOWN
пожалуйтса бивис чуть чуть громче,DELTA_PLUS_5
пожалуйста очень тихо слышно,DELTA_PLUS_15
бивис открой ютуб пожалуйста,UNKNOWN
бивис бивис чуть чуть потише,DELTA_MINUS_5
